stage,in_tok,out_tok,USD,EUR,secs
meta,3094,1767,0.0009,0.0008,18.157
common_params,3270,2100,0.001,0.0009,18.525
cylindrical_params,2646,990,0.0005,0.0005,10.283
TOTAL,,,,0.0022,46.965
WALL,,,,,46.984
