stage,in_tok,out_tok,USD,EUR,secs
meta,3130,1000,0.0006,0.0005,10.616
common_params,3306,5750,0.0025,0.0023,58.618
cylindrical_params,2682,1632,0.0008,0.0007,13.992
TOTAL,,,,0.0035,83.226
WALL,,,,,83.24
