stage,in_tok,out_tok,USD,EUR,secs
meta,1765,31,0.0047,0.0043,8.387
common_params,1831,45,0.005,0.0046,7.742
cylindrical_params,1457,22,0.0039,0.0036,9.456
TOTAL,,,,0.0125,25.585
WALL,,,,,25.6
