stage,in_tok,out_tok,USD,EUR,secs
meta,1765,30,0.0047,0.0043,3.986
common_params,1831,45,0.005,0.0046,4.094
conical_params,1602,26,0.0043,0.0039,13.826
TOTAL,,,,0.0128,21.906
WALL,,,,,21.918
