stage,in_tok,out_tok,USD,EUR,secs
meta,1765,31,0.0047,0.0043,3.23
common_params,1831,43,0.005,0.0046,3.277
cylindrical_params,1457,22,0.0039,0.0036,4.403
TOTAL,,,,0.0125,10.91
WALL,,,,,10.918
