stage,in_tok,out_tok,USD,EUR,secs
meta,1765,32,0.0047,0.0044,3.796
common_params,1831,45,0.005,0.0046,2.971
cylindrical_params,1457,16,0.0038,0.0035,34.543
TOTAL,,,,0.0125,41.31
WALL,,,,,41.32
