stage,in_tok,out_tok,USD,EUR,secs
meta,1180,1511,0.0166,0.0153,77.093
common_params,1205,2676,0.0283,0.026,35.736
cylindrical_params,1076,1246,0.0138,0.0127,55.099
TOTAL,,,,0.054,167.928
WALL,,,,,167.946
