stage,in_tok,out_tok,USD,EUR,secs
meta,1180,2087,0.0223,0.0206,40.095
common_params,1205,1972,0.0212,0.0195,45.626
cylindrical_params,1076,1054,0.0119,0.0109,29.46
TOTAL,,,,0.051,115.181
WALL,,,,,115.194
