stage,in_tok,out_tok,USD,EUR,secs
meta,1519,488,0.0014,0.0012,13.84
common_params,1544,1724,0.0038,0.0035,26.183
cylindrical_params,1415,480,0.0013,0.0012,9.011
TOTAL,,,,0.0059,49.034
WALL,,,,,49.044
