stage,in_tok,out_tok,USD,EUR,secs
meta,2037,873,0.0023,0.0021,23.017
common_params,2062,1596,0.0037,0.0034,29.291
cylindrical_params,1933,992,0.0025,0.0023,19.262
TOTAL,,,,0.0078,71.57
WALL,,,,,71.591
