stage,in_tok,out_tok,USD,EUR,secs
meta,1819,553,0.0016,0.0014,12.945
common_params,1844,1718,0.0039,0.0036,29.371
cylindrical_params,1715,352,0.0011,0.001,10.052
TOTAL,,,,0.006,52.368
WALL,,,,,52.379
