stage,in_tok,out_tok,USD,EUR,secs
meta,2075,425,0.0014,0.0013,8.242
common_params,2100,1718,0.004,0.0036,29.224
cylindrical_params,1971,1056,0.0026,0.0024,21.208
TOTAL,,,,0.0073,58.674
WALL,,,,,58.686
