stage,in_tok,out_tok,USD,EUR,secs
meta,1569,1766,0.0196,0.0181,30.508
common_params,1635,2550,0.0275,0.0253,47.105
conical_params,1406,1700,0.0188,0.0173,37.586
TOTAL,,,,0.0607,115.199
WALL,,,,,115.211
